image, pt00_x, pt00_y, pt00_v, pt01_x, pt01_y, pt01_v, pt02_x, pt02_y, pt02_v, pt03_x, pt03_y, pt03_v, pt04_x, pt04_y, pt04_v, pt05_x, pt05_y, pt05_v, pt06_x, pt06_y, pt06_v, pt07_x, pt07_y, pt07_v, pt08_x, pt08_y, pt08_v, pt09_x, pt09_y, pt09_v, pt10_x, pt10_y, pt10_v, pt11_x, pt11_y, pt11_v, pt12_x, pt12_y, pt12_v, pt13_x, pt13_y, pt13_v
im0001.jpg, 29.746459, 143.345440, 0.000000, 30.550107, 117.226900, 0.000000, 28.942812, 84.679181, 0.000000, 43.006641, 85.081005, 0.000000, 42.202994, 111.199545, 0.000000, 42.604818, 132.898024, 0.000000, 24.522751, 52.935109, 0.000000, 15.280806, 62.980701, 0.000000, 24.120928, 42.085869, 0.000000, 50.641292, 44.094988, 0.000000, 52.650410, 58.962464, 0.000000, 53.855881, 58.962464, 0.000000, 38.184757, 36.058514, 0.000000, 38.988404, 15.565505, 0.000000
im0002.jpg, 28.120319, 166.655102, 0.000000, 49.179443, 136.645850, 0.000000, 62.604635, 95.843797, 0.000000, 80.241651, 96.107036, 0.000000, 91.560930, 130.854591, 0.000000, 78.398978, 142.700348, 0.000000, 61.288440, 78.996497, 0.000000, 49.969160, 73.731716, 0.000000, 63.920830, 50.566680, 0.000000, 98.668385, 53.462309, 0.000000, 111.303859, 69.783131, 0.000000, 109.461186, 96.370275, 0.000000, 81.031368, 52.672592, 0.000000, 83.400520, 30.823751, 0.000000
im0003.jpg, 40.516958, 81.768626, 0.000000, 27.965690, 50.390458, 0.000000, 50.087299, 68.903577, 0.000000, 62.481675, 81.297954, 0.000000, 60.442094, 115.186375, 0.000000, 47.733936, 104.204016, 0.000000, 35.496451, 27.955067, 0.000000, 59.343859, 35.642719, 0.000000, 81.151685, 35.485828, 0.000000, 97.782115, 66.550214, 0.000000, 92.447826, 98.085274, 0.000000, 93.546062, 96.359474, 0.000000, 95.114970, 51.331803, 0.000000, 94.330516, 29.680867, 0.000000
im0004.jpg, 19.627446, 137.799656, 0.000000, 52.616825, 116.356559, 0.000000, 41.070542, 81.305343, 0.000000, 48.080786, 83.367179, 1.000000, 49.317887, 116.768926, 1.000000, 40.658175, 157.593283, 0.000000, 43.957113, 84.191914, 0.000000, 34.885034, 55.326207, 0.000000, 41.482910, 34.295478, 0.000000, 53.441560, 37.594415, 1.000000, 42.720011, 61.924083, 1.000000, 54.266294, 94.913462, 1.000000, 55.503396, 30.584172, 0.000000, 68.699148, 19.450257, 0.000000
im0005.jpg, 44.817547, 151.488358, 0.000000, 51.344251, 115.591488, 0.000000, 34.374822, 89.484674, 0.000000, 24.584766, 87.526663, 0.000000, 36.332833, 118.202170, 0.000000, 22.626755, 141.045632, 0.000000, 78.103735, 38.576387, 0.000000, 63.092317, 48.366442, 0.000000, 46.775558, 44.450420, 0.000000, 49.386240, 50.977124, 0.000000, 68.313680, 60.114509, 0.000000, 78.756406, 45.755761, 0.000000, 51.344251, 37.923717, 0.000000, 52.649591, 22.259628, 0.000000
im0006.jpg, 33.921309, 161.077479, 0.000000, 61.640773, 134.424148, 0.000000, 76.566638, 101.374018, 0.000000, 78.165838, 102.440151, 0.000000, 113.881301, 117.366016, 0.000000, 118.678901, 157.879079, 0.000000, 94.690903, 88.047352, 0.000000, 70.702905, 73.654554, 0.000000, 81.364238, 53.398022, 0.000000, 85.095704, 57.129488, 1.000000, 68.570639, 75.253753, 0.000000, 58.442373, 91.778819, 0.000000, 90.426370, 52.864956, 0.000000, 94.157837, 33.674557, 0.000000
im0007.jpg, 55.566302, 32.331391, 0.000000, 80.863080, 80.692878, 0.000000, 45.521993, 102.641552, 1.000000, 44.405959, 102.641552, 0.000000, 70.074748, 73.996672, 0.000000, 32.501593, 66.184431, 0.000000, 77.886989, 87.017072, 1.000000, 58.914405, 111.941838, 1.000000, 89.419343, 108.593735, 1.000000, 84.583194, 116.033964, 0.000000, 51.846188, 112.313850, 0.000000, 66.726645, 95.573335, 0.000000, 94.999515, 107.105690, 0.000000, 113.600087, 98.921438, 0.000000
im0008.jpg, 51.741112, 156.164280, 0.000000, 55.392565, 121.779757, 0.000000, 66.955502, 93.176702, 0.000000, 81.257030, 97.132444, 0.000000, 87.342786, 128.169801, 0.000000, 75.475561, 164.988626, 0.000000, 28.006662, 40.230623, 0.000000, 43.829629, 46.316379, 0.000000, 67.564078, 47.229243, 0.000000, 97.992859, 53.619287, 0.000000, 112.598674, 73.093707, 0.000000, 128.725929, 94.698141, 0.000000, 80.648454, 49.967833, 0.000000, 90.994240, 41.143486, 0.000000
im0009.jpg, 46.266388, 146.269615, 0.000000, 59.660645, 112.567937, 0.000000, 34.816459, 90.532225, 0.000000, 49.290898, 92.692589, 0.000000, 37.840969, 123.585793, 0.000000, 22.070312, 149.942234, 0.000000, 19.909948, 75.625714, 0.000000, 15.805257, 60.719202, 0.000000, 31.143841, 47.757018, 0.000000, 54.907844, 41.275927, 0.000000, 63.117227, 59.855057, 0.000000, 69.382283, 50.565492, 0.000000, 42.809806, 39.331599, 0.000000, 43.889988, 21.184542, 0.000000
im0010.jpg, 30.933287, 149.454617, 0.000000, 52.861749, 119.520527, 0.000000, 28.496791, 116.735960, 0.000000, 37.198562, 117.780172, 0.000000, 42.767695, 139.012493, 0.000000, 35.806279, 163.377450, 0.000000, 84.884264, 28.674042, 0.000000, 68.524936, 45.033371, 0.000000, 48.336828, 66.265691, 0.000000, 59.823165, 79.492382, 0.000000, 82.795839, 72.879036, 0.000000, 99.851310, 54.083212, 0.000000, 54.950174, 71.138682, 0.000000, 47.640686, 55.475495, 0.000000
im0011.jpg, 43.922799, 107.790382, 0.000000, 63.447408, 114.394294, 0.000000, 44.497052, 87.404394, 0.000000, 26.695203, 87.404394, 0.000000, 33.011988, 80.226229, 1.000000, 28.417963, 113.532914, 0.000000, 93.595701, 96.018192, 0.000000, 81.249257, 77.642089, 0.000000, 75.506725, 56.394721, 0.000000, 52.823724, 42.325517, 1.000000, 45.645559, 74.196570, 1.000000, 62.873155, 97.740951, 1.000000, 71.199826, 42.612644, 0.000000, 79.526498, 26.820681, 0.000000
im0012.jpg, 44.531545, 159.863364, 0.000000, 76.657035, 113.365944, 0.000000, 67.921156, 82.931269, 0.000000, 78.629653, 86.594702, 0.000000, 109.909735, 69.686550, 0.000000, 155.561748, 97.021397, 0.000000, 84.265703, 17.553079, 0.000000, 78.066047, 26.852563, 0.000000, 72.429997, 48.269556, 0.000000, 87.929137, 60.387066, 0.000000, 109.909735, 60.387066, 0.000000, 107.937117, 42.351703, 0.000000, 81.447678, 48.269556, 0.000000, 82.574888, 39.251875, 0.000000
im0013.jpg, 26.770114, 152.670273, 0.000000, 29.074358, 118.764976, 0.000000, 28.745180, 85.847213, 0.000000, 41.912285, 86.176391, 0.000000, 46.849950, 120.410865, 0.000000, 44.874884, 148.390964, 0.000000, 22.819982, 82.555437, 0.000000, 16.236430, 68.071621, 0.000000, 21.832450, 45.687541, 0.000000, 49.154193, 43.383298, 0.000000, 47.179127, 64.450667, 0.000000, 57.054457, 71.692575, 0.000000, 35.987088, 35.483035, 0.000000, 34.999555, 16.390732, 0.000000
im0014.jpg, 92.466635, 51.924382, 1.000000, 128.436928, 44.935868, 1.000000, 112.198910, 51.924382, 1.000000, 97.194160, 53.568738, 0.000000, 57.524065, 53.157649, 0.000000, 17.648427, 50.896659, 0.000000, 112.198910, 35.275275, 1.000000, 87.739111, 23.764781, 1.000000, 64.923668, 17.598446, 1.000000, 64.512579, 36.302998, 0.000000, 43.135948, 61.379430, 0.000000, 19.087238, 54.802005, 0.000000, 61.429411, 27.053494, 0.000000, 49.918918, 20.064980, 0.000000
im0015.jpg, 93.516534, 164.101474, 0.000000, 94.220904, 130.996061, 0.000000, 75.907271, 98.595018, 0.000000, 66.046084, 98.595018, 0.000000, 61.819861, 132.404802, 0.000000, 32.236300, 143.674730, 0.000000, 113.238908, 85.211978, 0.000000, 94.925275, 76.759532, 0.000000, 94.925275, 58.445899, 0.000000, 88.585940, 57.037158, 1.000000, 82.950976, 78.168273, 1.000000, 93.516534, 87.325090, 1.000000, 94.220904, 52.106564, 0.000000, 97.742757, 32.384190, 0.000000
im0016.jpg, 41.987958, 160.096765, 0.000000, 79.369862, 142.184602, 0.000000, 84.042600, 112.590595, 0.000000, 98.060814, 115.705754, 0.000000, 130.769980, 131.281547, 0.000000, 136.221507, 160.875554, 0.000000, 38.872799, 73.651112, 0.000000, 48.218275, 71.314743, 0.000000, 71.581965, 73.651112, 0.000000, 101.954762, 59.632898, 0.000000, 112.079028, 47.951053, 0.000000, 130.769980, 38.605577, 0.000000, 89.494127, 71.314743, 0.000000, 89.494127, 51.066212, 0.000000
im0017.jpg, 57.148463, 167.139273, 0.000000, 51.639313, 132.247991, 0.000000, 43.681652, 90.011175, 0.000000, 56.536335, 93.683942, 0.000000, 68.166762, 129.187352, 0.000000, 59.596974, 140.205651, 0.000000, 35.111863, 74.707981, 0.000000, 20.420797, 79.605003, 0.000000, 30.214841, 56.344148, 0.000000, 60.821229, 49.610743, 0.000000, 71.227401, 64.301809, 0.000000, 71.227401, 75.320109, 0.000000, 47.354419, 42.265210, 0.000000, 45.518035, 20.228611, 0.000000
im0018.jpg, 62.014589, 169.547276, 0.000000, 66.660466, 120.507467, 0.000000, 41.366249, 84.889079, 0.000000, 32.590704, 86.437705, 0.000000, 50.658002, 121.539884, 0.000000, 21.750325, 147.866519, 0.000000, 76.468428, 93.664624, 0.000000, 67.692883, 76.629743, 0.000000, 70.790134, 52.884151, 0.000000, 38.785206, 46.689649, 0.000000, 22.782742, 67.854198, 0.000000, 40.333832, 72.500075, 1.000000, 67.692883, 37.397896, 0.000000, 70.273926, 21.911640, 0.000000
im0019.jpg, 127.836034, 37.764996, 0.000000, 111.311039, 60.697642, 0.000000, 94.448799, 83.630289, 0.000000, 79.947273, 82.281310, 0.000000, 79.610028, 60.697642, 0.000000, 80.959007, 40.800199, 0.000000, 80.959007, 168.278734, 0.000000, 87.703903, 141.636395, 0.000000, 90.739106, 114.656811, 0.000000, 61.736053, 118.366503, 0.000000, 48.246261, 143.322619, 0.000000, 33.070245, 168.278734, 0.000000, 76.574825, 114.656811, 0.000000, 70.841663, 129.832827, 0.000000
